-1.037263e+00	1.576131e-01	4.387444e-01	8.407173e-01	1.621823e-01	4.314138e-01	7.802521e-01	9.293860e-01	3.111023e-01	9.630885e-01	3.054095e-02	6.596053e-01	9.516305e-01	6.447645e-01	4.228857e-01	5.180521e-01	1.758744e-01	4.587255e-01	4.045800e-01	7.363401e-01	5.144235e-01
-1.012484e+00	9.705928e-01	3.815585e-01	2.542822e-01	7.942845e-01	9.106476e-01	3.897388e-01	7.757127e-01	9.233796e-01	5.468057e-01	7.440743e-01	5.185949e-01	9.203320e-01	3.762722e-01	9.422934e-02	9.436226e-01	7.217580e-01	6.619448e-01	4.483729e-01	3.947075e-01	8.842810e-01
-1.764960e+00	9.571669e-01	7.655168e-01	8.142848e-01	3.112150e-01	1.818470e-01	2.416913e-01	4.867916e-01	4.302074e-01	5.211358e-01	5.000224e-01	9.729746e-01	5.267700e-02	1.909237e-01	5.985237e-01	6.377091e-01	4.734860e-01	7.702855e-01	3.658162e-01	6.834159e-01	5.880261e-01
-1.592920e+00	4.853756e-01	7.951999e-01	2.435250e-01	5.285331e-01	2.638029e-01	4.039121e-01	4.358586e-01	1.848163e-01	2.315944e-01	4.799221e-01	6.489915e-01	7.378581e-01	4.282530e-01	4.709243e-01	9.576939e-01	1.527212e-01	3.502180e-01	7.635046e-01	7.040474e-01	1.547523e-01
-1.921190e+00	8.002805e-01	1.868726e-01	9.292636e-01	1.656487e-01	1.455390e-01	9.645453e-02	4.467837e-01	9.048810e-01	4.888977e-01	9.047222e-01	8.003306e-01	2.691194e-01	4.820221e-01	6.959493e-01	2.407070e-01	3.411246e-01	6.620096e-01	6.278964e-01	4.423054e-01	1.998628e-01
-1.064983e+00	1.418863e-01	4.897644e-01	3.499838e-01	6.019819e-01	1.360686e-01	1.319733e-01	3.063495e-01	9.797484e-01	6.240601e-01	6.098666e-01	4.537977e-01	4.228356e-01	1.206116e-01	6.998878e-01	6.761223e-01	6.073892e-01	4.161586e-01	7.719804e-01	1.957762e-02	4.069548e-01
-4.399429e-01	4.217613e-01	4.455862e-01	1.965953e-01	2.629713e-01	8.692922e-01	9.420506e-01	5.085087e-01	4.388700e-01	6.791355e-01	6.176664e-01	4.323915e-01	5.478709e-01	5.895075e-01	6.385308e-01	2.890646e-01	1.917453e-01	8.419292e-01	9.328536e-01	3.308579e-01	7.487057e-01
-2.593033e+00	9.157355e-01	6.463130e-01	2.510839e-01	6.540791e-01	5.797046e-01	9.561345e-01	5.107716e-01	1.111192e-01	3.955152e-01	8.594423e-01	8.253138e-01	9.427370e-01	2.261877e-01	3.360384e-02	6.718082e-01	7.384268e-01	8.329168e-01	9.727409e-01	4.243095e-01	8.255838e-01
9.759708e-01	7.922073e-01	7.093648e-01	6.160447e-01	6.892145e-01	5.498602e-01	5.752086e-01	8.176277e-01	2.580647e-01	3.674366e-01	8.054894e-01	8.346981e-02	4.177441e-01	3.846191e-01	6.880610e-02	6.951405e-01	2.428496e-01	2.564410e-01	1.920283e-01	2.702704e-01	7.899630e-01
-2.642961e+00	9.594924e-01	7.546867e-01	4.732888e-01	7.481516e-01	1.449548e-01	5.977954e-02	7.948314e-01	4.087198e-01	9.879820e-01	5.767215e-01	1.331710e-01	9.830525e-01	5.829864e-01	3.195997e-01	6.799277e-02	9.174243e-01	6.134607e-01	1.388742e-01	1.970538e-01	3.185242e-01
9.472776e-01	6.557407e-01	2.760251e-01	3.516595e-01	4.505416e-01	8.530311e-01	2.347799e-01	6.443181e-01	5.948961e-01	3.773887e-02	1.829225e-01	1.733886e-01	3.014549e-01	2.518061e-01	5.308643e-01	2.547902e-01	2.690616e-01	5.822492e-01	6.962663e-01	8.217212e-01	5.340641e-01
-1.094846e+00	3.571168e-02	6.797027e-01	8.308286e-01	8.382138e-02	6.220551e-01	3.531586e-01	3.786094e-01	2.622117e-01	8.851680e-01	2.399320e-01	3.909378e-01	7.010988e-01	2.904407e-01	6.544457e-01	2.240400e-01	7.655000e-01	5.407393e-01	9.382003e-02	4.299214e-01	8.995068e-02
-2.029203e+00	8.491293e-01	6.550980e-01	5.852641e-01	2.289770e-01	3.509524e-01	8.211940e-01	8.115805e-01	6.028431e-01	9.132868e-01	8.865119e-01	8.313797e-01	6.663389e-01	6.170909e-01	4.076192e-01	6.678327e-01	1.886620e-01	8.699410e-01	5.254044e-01	8.877710e-01	1.117057e-01
6.015637e-01	9.339932e-01	1.626117e-01	5.497236e-01	9.133374e-01	5.132495e-01	1.540344e-02	5.328256e-01	7.112158e-01	7.961839e-01	2.867415e-02	8.033644e-01	5.391265e-01	2.652809e-01	8.199812e-01	8.443922e-01	2.874982e-01	2.647790e-01	5.303442e-01	3.911830e-01	1.362925e-01
-1.606109e-01	6.787352e-01	1.189977e-01	9.171937e-01	1.523780e-01	4.018080e-01	4.302380e-02	3.507271e-01	2.217467e-01	9.871228e-02	4.899014e-01	6.047118e-02	6.981055e-01	8.243763e-01	7.183589e-01	3.444624e-01	9.111346e-02	3.180741e-01	8.611398e-01	7.691144e-01	6.786523e-01
-6.038606e-01	7.577401e-01	4.983641e-01	2.858390e-01	8.258170e-01	7.596669e-02	1.689900e-01	9.390016e-01	1.174177e-01	2.618712e-01	1.679271e-01	3.992578e-01	6.665279e-01	9.826634e-01	9.686493e-01	7.805197e-01	5.762094e-01	1.192145e-01	4.848533e-01	3.967915e-01	4.951770e-01
-1.670446e+00	7.431325e-01	9.597440e-01	7.572002e-01	5.383424e-01	2.399162e-01	6.491155e-01	8.759428e-01	2.966759e-01	3.353568e-01	9.786806e-01	5.268758e-01	1.781325e-01	7.302488e-01	5.313339e-01	6.753321e-01	6.833632e-01	9.398295e-01	3.934564e-01	8.085141e-01	1.897104e-01
-1.309350e+00	3.922270e-01	3.403857e-01	7.537291e-01	9.961347e-01	1.233189e-01	7.317224e-01	5.501563e-01	3.187783e-01	6.797280e-01	7.126945e-01	4.167995e-01	1.280144e-01	3.438770e-01	3.251457e-01	6.715314e-03	5.465931e-01	6.455519e-01	6.714311e-01	7.550771e-01	4.950058e-01
-2.707225e+00	6.554779e-01	5.852678e-01	3.804458e-01	7.817553e-02	1.839078e-01	6.477460e-01	6.224751e-01	4.241668e-01	1.365531e-01	5.004716e-01	6.568599e-01	9.990804e-01	5.840693e-01	1.056292e-01	6.021705e-01	4.257288e-01	4.794632e-01	7.412579e-01	3.773955e-01	1.476082e-01
-1.141746e+00	1.711867e-01	2.238119e-01	5.678216e-01	4.426783e-01	2.399525e-01	4.509237e-01	5.870447e-01	5.078583e-01	7.212275e-01	4.710884e-01	6.279734e-01	1.711211e-01	1.077690e-01	6.109587e-01	3.867712e-01	6.444428e-01	6.393170e-01	5.200525e-01	2.160189e-01	5.497415e-02
